algorithm,category,size,trial,time_us,char_comparisons
QuickSort,random,100,1,41,14172
QuickSort,random,100,2,29,14172
QuickSort,random,100,3,26,14172
QuickSort,random,100,4,29,14172
QuickSort,random,100,5,24,14172
QuickSort,random,200,1,67,28925
QuickSort,random,200,2,60,28925
QuickSort,random,200,3,55,28925
QuickSort,random,200,4,53,28925
QuickSort,random,200,5,52,28925
QuickSort,random,300,1,106,42657
QuickSort,random,300,2,92,42657
QuickSort,random,300,3,83,42657
QuickSort,random,300,4,79,42657
QuickSort,random,300,5,77,42657
QuickSort,random,400,1,141,59258
QuickSort,random,400,2,133,59258
QuickSort,random,400,3,126,59258
QuickSort,random,400,4,121,59258
QuickSort,random,400,5,122,59258
QuickSort,random,500,1,176,73642
QuickSort,random,500,2,166,73642
QuickSort,random,500,3,159,73642
QuickSort,random,500,4,148,73642
QuickSort,random,500,5,143,73642
QuickSort,random,600,1,220,92459
QuickSort,random,600,2,212,92459
QuickSort,random,600,3,208,92459
QuickSort,random,600,4,199,92459
QuickSort,random,600,5,174,92459
QuickSort,random,700,1,231,108827
QuickSort,random,700,2,220,108827
QuickSort,random,700,3,211,108827
QuickSort,random,700,4,204,108827
QuickSort,random,700,5,197,108827
QuickSort,random,800,1,262,123485
QuickSort,random,800,2,256,123485
QuickSort,random,800,3,245,123485
QuickSort,random,800,4,269,123485
QuickSort,random,800,5,265,123485
QuickSort,random,900,1,300,139832
QuickSort,random,900,2,290,139832
QuickSort,random,900,3,281,139832
QuickSort,random,900,4,283,139832
QuickSort,random,900,5,277,139832
QuickSort,random,1000,1,336,151305
QuickSort,random,1000,2,502,151305
QuickSort,random,1000,3,309,151305
QuickSort,random,1000,4,289,151305
QuickSort,random,1000,5,280,151305
QuickSort,random,1100,1,340,171942
QuickSort,random,1100,2,328,171942
QuickSort,random,1100,3,320,171942
QuickSort,random,1100,4,348,171942
QuickSort,random,1100,5,331,171942
QuickSort,random,1200,1,376,181274
QuickSort,random,1200,2,359,181274
QuickSort,random,1200,3,456,181274
QuickSort,random,1200,4,398,181274
QuickSort,random,1200,5,356,181274
QuickSort,random,1300,1,427,203894
QuickSort,random,1300,2,391,203894
QuickSort,random,1300,3,385,203894
QuickSort,random,1300,4,396,203894
QuickSort,random,1300,5,388,203894
QuickSort,random,1400,1,411,213386
QuickSort,random,1400,2,402,213386
QuickSort,random,1400,3,397,213386
QuickSort,random,1400,4,434,213386
QuickSort,random,1400,5,408,213386
QuickSort,random,1500,1,468,225411
QuickSort,random,1500,2,429,225411
QuickSort,random,1500,3,416,225411
QuickSort,random,1500,4,426,225411
QuickSort,random,1500,5,415,225411
QuickSort,random,1600,1,500,249934
QuickSort,random,1600,2,460,249934
QuickSort,random,1600,3,445,249934
QuickSort,random,1600,4,465,249934
QuickSort,random,1600,5,434,249934
QuickSort,random,1700,1,489,260496
QuickSort,random,1700,2,478,260496
QuickSort,random,1700,3,452,260496
QuickSort,random,1700,4,468,260496
QuickSort,random,1700,5,467,260496
QuickSort,random,1800,1,510,272131
QuickSort,random,1800,2,497,272131
QuickSort,random,1800,3,457,272131
QuickSort,random,1800,4,459,272131
QuickSort,random,1800,5,453,272131
QuickSort,random,1900,1,518,300646
QuickSort,random,1900,2,508,300646
QuickSort,random,1900,3,543,300646
QuickSort,random,1900,4,486,300646
QuickSort,random,1900,5,482,300646
QuickSort,random,2000,1,536,310305
QuickSort,random,2000,2,518,310305
QuickSort,random,2000,3,515,310305
QuickSort,random,2000,4,534,310305
QuickSort,random,2000,5,504,310305
QuickSort,random,2100,1,536,328813
QuickSort,random,2100,2,520,328813
QuickSort,random,2100,3,510,328813
QuickSort,random,2100,4,511,328813
QuickSort,random,2100,5,518,328813
QuickSort,random,2200,1,644,348420
QuickSort,random,2200,2,573,348420
QuickSort,random,2200,3,547,348420
QuickSort,random,2200,4,539,348420
QuickSort,random,2200,5,534,348420
QuickSort,random,2300,1,587,362510
QuickSort,random,2300,2,579,362510
QuickSort,random,2300,3,544,362510
QuickSort,random,2300,4,540,362510
QuickSort,random,2300,5,550,362510
QuickSort,random,2400,1,593,374675
QuickSort,random,2400,2,582,374675
QuickSort,random,2400,3,571,374675
QuickSort,random,2400,4,566,374675
QuickSort,random,2400,5,569,374675
QuickSort,random,2500,1,598,392699
QuickSort,random,2500,2,571,392699
QuickSort,random,2500,3,578,392699
QuickSort,random,2500,4,583,392699
QuickSort,random,2500,5,596,392699
QuickSort,random,2600,1,609,404511
QuickSort,random,2600,2,601,404511
QuickSort,random,2600,3,594,404511
QuickSort,random,2600,4,600,404511
QuickSort,random,2600,5,595,404511
QuickSort,random,2700,1,652,426519
QuickSort,random,2700,2,625,426519
QuickSort,random,2700,3,617,426519
QuickSort,random,2700,4,620,426519
QuickSort,random,2700,5,602,426519
QuickSort,random,2800,1,664,446051
QuickSort,random,2800,2,636,446051
QuickSort,random,2800,3,631,446051
QuickSort,random,2800,4,622,446051
QuickSort,random,2800,5,617,446051
QuickSort,random,2900,1,653,458924
QuickSort,random,2900,2,646,458924
QuickSort,random,2900,3,638,458924
QuickSort,random,2900,4,634,458924
QuickSort,random,2900,5,633,458924
QuickSort,random,3000,1,687,471576
QuickSort,random,3000,2,700,471576
QuickSort,random,3000,3,648,471576
QuickSort,random,3000,4,640,471576
QuickSort,random,3000,5,638,471576
MergeSort,random,100,1,50,597
MergeSort,random,100,2,42,597
MergeSort,random,100,3,27,597
MergeSort,random,100,4,24,597
MergeSort,random,100,5,22,597
MergeSort,random,200,1,68,1506
MergeSort,random,200,2,69,1506
MergeSort,random,200,3,63,1506
MergeSort,random,200,4,68,1506
MergeSort,random,200,5,57,1506
MergeSort,random,300,1,133,2541
MergeSort,random,300,2,125,2541
MergeSort,random,300,3,112,2541
MergeSort,random,300,4,106,2541
MergeSort,random,300,5,109,2541
MergeSort,random,400,1,162,3671
MergeSort,random,400,2,167,3671
MergeSort,random,400,3,158,3671
MergeSort,random,400,4,147,3671
MergeSort,random,400,5,151,3671
MergeSort,random,500,1,214,4836
MergeSort,random,500,2,202,4836
MergeSort,random,500,3,198,4836
MergeSort,random,500,4,195,4836
MergeSort,random,500,5,196,4836
MergeSort,random,600,1,258,6133
MergeSort,random,600,2,255,6133
MergeSort,random,600,3,245,6133
MergeSort,random,600,4,241,6133
MergeSort,random,600,5,239,6133
MergeSort,random,700,1,315,7436
MergeSort,random,700,2,313,7436
MergeSort,random,700,3,385,7436
MergeSort,random,700,4,367,7436
MergeSort,random,700,5,409,7436
MergeSort,random,800,1,411,8790
MergeSort,random,800,2,456,8790
MergeSort,random,800,3,361,8790
MergeSort,random,800,4,345,8790
MergeSort,random,800,5,345,8790
MergeSort,random,900,1,412,10191
MergeSort,random,900,2,423,10191
MergeSort,random,900,3,404,10191
MergeSort,random,900,4,389,10191
MergeSort,random,900,5,447,10191
MergeSort,random,1000,1,509,11570
MergeSort,random,1000,2,521,11570
MergeSort,random,1000,3,505,11570
MergeSort,random,1000,4,472,11570
MergeSort,random,1000,5,466,11570
MergeSort,random,1100,1,656,13048
MergeSort,random,1100,2,492,13048
MergeSort,random,1100,3,506,13048
MergeSort,random,1100,4,466,13048
MergeSort,random,1100,5,477,13048
MergeSort,random,1200,1,549,14598
MergeSort,random,1200,2,534,14598
MergeSort,random,1200,3,544,14598
MergeSort,random,1200,4,527,14598
MergeSort,random,1200,5,530,14598
MergeSort,random,1300,1,596,16084
MergeSort,random,1300,2,590,16084
MergeSort,random,1300,3,595,16084
MergeSort,random,1300,4,589,16084
MergeSort,random,1300,5,589,16084
MergeSort,random,1400,1,660,17626
MergeSort,random,1400,2,767,17626
MergeSort,random,1400,3,659,17626
MergeSort,random,1400,4,642,17626
MergeSort,random,1400,5,643,17626
MergeSort,random,1500,1,717,19172
MergeSort,random,1500,2,683,19172
MergeSort,random,1500,3,711,19172
MergeSort,random,1500,4,736,19172
MergeSort,random,1500,5,711,19172
MergeSort,random,1600,1,788,20778
MergeSort,random,1600,2,815,20778
MergeSort,random,1600,3,819,20778
MergeSort,random,1600,4,816,20778
MergeSort,random,1600,5,788,20778
MergeSort,random,1700,1,848,22394
MergeSort,random,1700,2,826,22394
MergeSort,random,1700,3,831,22394
MergeSort,random,1700,4,833,22394
MergeSort,random,1700,5,847,22394
MergeSort,random,1800,1,904,23963
MergeSort,random,1800,2,899,23963
MergeSort,random,1800,3,905,23963
MergeSort,random,1800,4,885,23963
MergeSort,random,1800,5,886,23963
MergeSort,random,1900,1,973,25566
MergeSort,random,1900,2,940,25566
MergeSort,random,1900,3,960,25566
MergeSort,random,1900,4,1039,25566
MergeSort,random,1900,5,911,25566
MergeSort,random,2000,1,978,27182
MergeSort,random,2000,2,970,27182
MergeSort,random,2000,3,948,27182
MergeSort,random,2000,4,993,27182
MergeSort,random,2000,5,954,27182
MergeSort,random,2100,1,1027,28862
MergeSort,random,2100,2,1019,28862
MergeSort,random,2100,3,1053,28862
MergeSort,random,2100,4,1122,28862
MergeSort,random,2100,5,1000,28862
MergeSort,random,2200,1,1059,30614
MergeSort,random,2200,2,1053,30614
MergeSort,random,2200,3,1046,30614
MergeSort,random,2200,4,1045,30614
MergeSort,random,2200,5,1045,30614
MergeSort,random,2300,1,1114,32312
MergeSort,random,2300,2,1136,32312
MergeSort,random,2300,3,1106,32312
MergeSort,random,2300,4,1151,32312
MergeSort,random,2300,5,1133,32312
MergeSort,random,2400,1,1275,34041
MergeSort,random,2400,2,1265,34041
MergeSort,random,2400,3,1256,34041
MergeSort,random,2400,4,1173,34041
MergeSort,random,2400,5,1236,34041
MergeSort,random,2500,1,1310,35772
MergeSort,random,2500,2,1255,35772
MergeSort,random,2500,3,1252,35772
MergeSort,random,2500,4,1303,35772
MergeSort,random,2500,5,1254,35772
MergeSort,random,2600,1,1294,37528
MergeSort,random,2600,2,1501,37528
MergeSort,random,2600,3,1276,37528
MergeSort,random,2600,4,1269,37528
MergeSort,random,2600,5,1349,37528
MergeSort,random,2700,1,1351,39239
MergeSort,random,2700,2,1449,39239
MergeSort,random,2700,3,1399,39239
MergeSort,random,2700,4,1331,39239
MergeSort,random,2700,5,1428,39239
MergeSort,random,2800,1,1461,41038
MergeSort,random,2800,2,1457,41038
MergeSort,random,2800,3,1467,41038
MergeSort,random,2800,4,1401,41038
MergeSort,random,2800,5,1389,41038
MergeSort,random,2900,1,1575,42803
MergeSort,random,2900,2,1514,42803
MergeSort,random,2900,3,1465,42803
MergeSort,random,2900,4,1524,42803
MergeSort,random,2900,5,1531,42803
MergeSort,random,3000,1,1621,44567
MergeSort,random,3000,2,1502,44567
MergeSort,random,3000,3,1502,44567
MergeSort,random,3000,4,1489,44567
MergeSort,random,3000,5,1517,44567
StringQuickSort,random,100,1,6,807
StringQuickSort,random,100,2,3,807
StringQuickSort,random,100,3,1,807
StringQuickSort,random,100,4,1,807
StringQuickSort,random,100,5,1,807
StringQuickSort,random,200,1,12,1783
StringQuickSort,random,200,2,7,1783
StringQuickSort,random,200,3,6,1783
StringQuickSort,random,200,4,3,1783
StringQuickSort,random,200,5,3,1783
StringQuickSort,random,300,1,14,2746
StringQuickSort,random,300,2,10,2746
StringQuickSort,random,300,3,6,2746
StringQuickSort,random,300,4,5,2746
StringQuickSort,random,300,5,5,2746
StringQuickSort,random,400,1,20,3932
StringQuickSort,random,400,2,14,3932
StringQuickSort,random,400,3,9,3932
StringQuickSort,random,400,4,7,3932
StringQuickSort,random,400,5,7,3932
StringQuickSort,random,500,1,25,4814
StringQuickSort,random,500,2,20,4814
StringQuickSort,random,500,3,15,4814
StringQuickSort,random,500,4,12,4814
StringQuickSort,random,500,5,11,4814
StringQuickSort,random,600,1,32,5933
StringQuickSort,random,600,2,26,5933
StringQuickSort,random,600,3,19,5933
StringQuickSort,random,600,4,14,5933
StringQuickSort,random,600,5,12,5933
StringQuickSort,random,700,1,37,7492
StringQuickSort,random,700,2,30,7492
StringQuickSort,random,700,3,25,7492
StringQuickSort,random,700,4,22,7492
StringQuickSort,random,700,5,25,7492
StringQuickSort,random,800,1,54,8258
StringQuickSort,random,800,2,53,8258
StringQuickSort,random,800,3,39,8258
StringQuickSort,random,800,4,32,8258
StringQuickSort,random,800,5,21,8258
StringQuickSort,random,900,1,50,9946
StringQuickSort,random,900,2,44,9946
StringQuickSort,random,900,3,39,9946
StringQuickSort,random,900,4,35,9946
StringQuickSort,random,900,5,33,9946
StringQuickSort,random,1000,1,55,10287
StringQuickSort,random,1000,2,51,10287
StringQuickSort,random,1000,3,47,10287
StringQuickSort,random,1000,4,43,10287
StringQuickSort,random,1000,5,42,10287
StringQuickSort,random,1100,1,61,11087
StringQuickSort,random,1100,2,56,11087
StringQuickSort,random,1100,3,48,11087
StringQuickSort,random,1100,4,42,11087
StringQuickSort,random,1100,5,39,11087
StringQuickSort,random,1200,1,67,13396
StringQuickSort,random,1200,2,61,13396
StringQuickSort,random,1200,3,56,13396
StringQuickSort,random,1200,4,53,13396
StringQuickSort,random,1200,5,51,13396
StringQuickSort,random,1300,1,74,14368
StringQuickSort,random,1300,2,69,14368
StringQuickSort,random,1300,3,65,14368
StringQuickSort,random,1300,4,63,14368
StringQuickSort,random,1300,5,61,14368
StringQuickSort,random,1400,1,85,16084
StringQuickSort,random,1400,2,77,16084
StringQuickSort,random,1400,3,72,16084
StringQuickSort,random,1400,4,71,16084
StringQuickSort,random,1400,5,68,16084
StringQuickSort,random,1500,1,93,18089
StringQuickSort,random,1500,2,86,18089
StringQuickSort,random,1500,3,74,18089
StringQuickSort,random,1500,4,70,18089
StringQuickSort,random,1500,5,80,18089
StringQuickSort,random,1600,1,114,16872
StringQuickSort,random,1600,2,87,16872
StringQuickSort,random,1600,3,83,16872
StringQuickSort,random,1600,4,80,16872
StringQuickSort,random,1600,5,79,16872
StringQuickSort,random,1700,1,101,17948
StringQuickSort,random,1700,2,95,17948
StringQuickSort,random,1700,3,92,17948
StringQuickSort,random,1700,4,113,17948
StringQuickSort,random,1700,5,88,17948
StringQuickSort,random,1800,1,109,22880
StringQuickSort,random,1800,2,103,22880
StringQuickSort,random,1800,3,100,22880
StringQuickSort,random,1800,4,97,22880
StringQuickSort,random,1800,5,96,22880
StringQuickSort,random,1900,1,114,20077
StringQuickSort,random,1900,2,108,20077
StringQuickSort,random,1900,3,105,20077
StringQuickSort,random,1900,4,103,20077
StringQuickSort,random,1900,5,103,20077
StringQuickSort,random,2000,1,121,25856
StringQuickSort,random,2000,2,112,25856
StringQuickSort,random,2000,3,107,25856
StringQuickSort,random,2000,4,102,25856
StringQuickSort,random,2000,5,99,25856
StringQuickSort,random,2100,1,134,23979
StringQuickSort,random,2100,2,137,23979
StringQuickSort,random,2100,3,127,23979
StringQuickSort,random,2100,4,117,23979
StringQuickSort,random,2100,5,116,23979
StringQuickSort,random,2200,1,140,26416
StringQuickSort,random,2200,2,145,26416
StringQuickSort,random,2200,3,151,26416
StringQuickSort,random,2200,4,122,26416
StringQuickSort,random,2200,5,119,26416
StringQuickSort,random,2300,1,142,27217
StringQuickSort,random,2300,2,135,27217
StringQuickSort,random,2300,3,131,27217
StringQuickSort,random,2300,4,128,27217
StringQuickSort,random,2300,5,128,27217
StringQuickSort,random,2400,1,148,29856
StringQuickSort,random,2400,2,142,29856
StringQuickSort,random,2400,3,138,29856
StringQuickSort,random,2400,4,135,29856
StringQuickSort,random,2400,5,134,29856
StringQuickSort,random,2500,1,154,32343
StringQuickSort,random,2500,2,161,32343
StringQuickSort,random,2500,3,147,32343
StringQuickSort,random,2500,4,142,32343
StringQuickSort,random,2500,5,139,32343
StringQuickSort,random,2600,1,165,29626
StringQuickSort,random,2600,2,160,29626
StringQuickSort,random,2600,3,164,29626
StringQuickSort,random,2600,4,160,29626
StringQuickSort,random,2600,5,159,29626
StringQuickSort,random,2700,1,174,30655
StringQuickSort,random,2700,2,165,30655
StringQuickSort,random,2700,3,191,30655
StringQuickSort,random,2700,4,231,30655
StringQuickSort,random,2700,5,166,30655
StringQuickSort,random,2800,1,182,32957
StringQuickSort,random,2800,2,167,32957
StringQuickSort,random,2800,3,161,32957
StringQuickSort,random,2800,4,158,32957
StringQuickSort,random,2800,5,156,32957
StringQuickSort,random,2900,1,188,37803
StringQuickSort,random,2900,2,183,37803
StringQuickSort,random,2900,3,174,37803
StringQuickSort,random,2900,4,171,37803
StringQuickSort,random,2900,5,170,37803
StringQuickSort,random,3000,1,187,37743
StringQuickSort,random,3000,2,178,37743
StringQuickSort,random,3000,3,175,37743
StringQuickSort,random,3000,4,172,37743
StringQuickSort,random,3000,5,172,37743
StringMergeSort,random,100,1,67,504
StringMergeSort,random,100,2,51,504
StringMergeSort,random,100,3,44,504
StringMergeSort,random,100,4,39,504
StringMergeSort,random,100,5,37,504
StringMergeSort,random,200,1,92,1202
StringMergeSort,random,200,2,90,1202
StringMergeSort,random,200,3,87,1202
StringMergeSort,random,200,4,86,1202
StringMergeSort,random,200,5,85,1202
StringMergeSort,random,300,1,159,1940
StringMergeSort,random,300,2,149,1940
StringMergeSort,random,300,3,144,1940
StringMergeSort,random,300,4,141,1940
StringMergeSort,random,300,5,139,1940
StringMergeSort,random,400,1,214,2704
StringMergeSort,random,400,2,203,2704
StringMergeSort,random,400,3,201,2704
StringMergeSort,random,400,4,199,2704
StringMergeSort,random,400,5,196,2704
StringMergeSort,random,500,1,276,3502
StringMergeSort,random,500,2,265,3502
StringMergeSort,random,500,3,260,3502
StringMergeSort,random,500,4,261,3502
StringMergeSort,random,500,5,254,3502
StringMergeSort,random,600,1,332,4368
StringMergeSort,random,600,2,325,4368
StringMergeSort,random,600,3,318,4368
StringMergeSort,random,600,4,314,4368
StringMergeSort,random,600,5,332,4368
StringMergeSort,random,700,1,421,5238
StringMergeSort,random,700,2,462,5238
StringMergeSort,random,700,3,389,5238
StringMergeSort,random,700,4,384,5238
StringMergeSort,random,700,5,409,5238
StringMergeSort,random,800,1,459,6099
StringMergeSort,random,800,2,452,6099
StringMergeSort,random,800,3,445,6099
StringMergeSort,random,800,4,446,6099
StringMergeSort,random,800,5,444,6099
StringMergeSort,random,900,1,524,6991
StringMergeSort,random,900,2,511,6991
StringMergeSort,random,900,3,514,6991
StringMergeSort,random,900,4,547,6991
StringMergeSort,random,900,5,526,6991
StringMergeSort,random,1000,1,599,7835
StringMergeSort,random,1000,2,595,7835
StringMergeSort,random,1000,3,608,7835
StringMergeSort,random,1000,4,634,7835
StringMergeSort,random,1000,5,610,7835
StringMergeSort,random,1100,1,824,8783
StringMergeSort,random,1100,2,659,8783
StringMergeSort,random,1100,3,661,8783
StringMergeSort,random,1100,4,652,8783
StringMergeSort,random,1100,5,701,8783
StringMergeSort,random,1200,1,815,9765
StringMergeSort,random,1200,2,717,9765
StringMergeSort,random,1200,3,721,9765
StringMergeSort,random,1200,4,719,9765
StringMergeSort,random,1200,5,766,9765
StringMergeSort,random,1300,1,795,10676
StringMergeSort,random,1300,2,809,10676
StringMergeSort,random,1300,3,871,10676
StringMergeSort,random,1300,4,854,10676
StringMergeSort,random,1300,5,785,10676
StringMergeSort,random,1400,1,855,11685
StringMergeSort,random,1400,2,852,11685
StringMergeSort,random,1400,3,854,11685
StringMergeSort,random,1400,4,874,11685
StringMergeSort,random,1400,5,894,11685
StringMergeSort,random,1500,1,1032,12593
StringMergeSort,random,1500,2,932,12593
StringMergeSort,random,1500,3,945,12593
StringMergeSort,random,1500,4,961,12593
StringMergeSort,random,1500,5,941,12593
StringMergeSort,random,1600,1,1022,13606
StringMergeSort,random,1600,2,1031,13606
StringMergeSort,random,1600,3,997,13606
StringMergeSort,random,1600,4,993,13606
StringMergeSort,random,1600,5,1032,13606
StringMergeSort,random,1700,1,1099,14591
StringMergeSort,random,1700,2,1099,14591
StringMergeSort,random,1700,3,1084,14591
StringMergeSort,random,1700,4,1216,14591
StringMergeSort,random,1700,5,1092,14591
StringMergeSort,random,1800,1,1149,15568
StringMergeSort,random,1800,2,1140,15568
StringMergeSort,random,1800,3,1140,15568
StringMergeSort,random,1800,4,1188,15568
StringMergeSort,random,1800,5,1220,15568
StringMergeSort,random,1900,1,1202,16531
StringMergeSort,random,1900,2,1247,16531
StringMergeSort,random,1900,3,1202,16531
StringMergeSort,random,1900,4,1305,16531
StringMergeSort,random,1900,5,1216,16531
StringMergeSort,random,2000,1,1269,17495
StringMergeSort,random,2000,2,1252,17495
StringMergeSort,random,2000,3,1268,17495
StringMergeSort,random,2000,4,1247,17495
StringMergeSort,random,2000,5,1273,17495
StringMergeSort,random,2100,1,1367,18502
StringMergeSort,random,2100,2,1326,18502
StringMergeSort,random,2100,3,1331,18502
StringMergeSort,random,2100,4,1323,18502
StringMergeSort,random,2100,5,1364,18502
StringMergeSort,random,2200,1,1433,19607
StringMergeSort,random,2200,2,1445,19607
StringMergeSort,random,2200,3,1479,19607
StringMergeSort,random,2200,4,1489,19607
StringMergeSort,random,2200,5,1453,19607
StringMergeSort,random,2300,1,1494,20604
StringMergeSort,random,2300,2,1546,20604
StringMergeSort,random,2300,3,1545,20604
StringMergeSort,random,2300,4,1495,20604
StringMergeSort,random,2300,5,1493,20604
StringMergeSort,random,2400,1,1751,21686
StringMergeSort,random,2400,2,1577,21686
StringMergeSort,random,2400,3,1574,21686
StringMergeSort,random,2400,4,1578,21686
StringMergeSort,random,2400,5,1625,21686
StringMergeSort,random,2500,1,1736,22705
StringMergeSort,random,2500,2,1643,22705
StringMergeSort,random,2500,3,1666,22705
StringMergeSort,random,2500,4,1689,22705
StringMergeSort,random,2500,5,1682,22705
StringMergeSort,random,2600,1,1840,23783
StringMergeSort,random,2600,2,1763,23783
StringMergeSort,random,2600,3,1794,23783
StringMergeSort,random,2600,4,1714,23783
StringMergeSort,random,2600,5,1690,23783
StringMergeSort,random,2700,1,1791,24777
StringMergeSort,random,2700,2,1910,24777
StringMergeSort,random,2700,3,1765,24777
StringMergeSort,random,2700,4,1870,24777
StringMergeSort,random,2700,5,1861,24777
StringMergeSort,random,2800,1,1882,25869
StringMergeSort,random,2800,2,1942,25869
StringMergeSort,random,2800,3,1937,25869
StringMergeSort,random,2800,4,1878,25869
StringMergeSort,random,2800,5,1937,25869
StringMergeSort,random,2900,1,1968,26909
StringMergeSort,random,2900,2,1927,26909
StringMergeSort,random,2900,3,2036,26909
StringMergeSort,random,2900,4,1965,26909
StringMergeSort,random,2900,5,2001,26909
StringMergeSort,random,3000,1,2025,27941
StringMergeSort,random,3000,2,1988,27941
StringMergeSort,random,3000,3,2118,27941
StringMergeSort,random,3000,4,1990,27941
StringMergeSort,random,3000,5,1996,27941
MsdRadixSort,random,100,1,35,0
MsdRadixSort,random,100,2,38,0
MsdRadixSort,random,100,3,31,0
MsdRadixSort,random,100,4,33,0
MsdRadixSort,random,100,5,27,0
MsdRadixSort,random,200,1,63,0
MsdRadixSort,random,200,2,58,0
MsdRadixSort,random,200,3,59,0
MsdRadixSort,random,200,4,54,0
MsdRadixSort,random,200,5,54,0
MsdRadixSort,random,300,1,86,0
MsdRadixSort,random,300,2,85,0
MsdRadixSort,random,300,3,86,0
MsdRadixSort,random,300,4,81,0
MsdRadixSort,random,300,5,80,0
MsdRadixSort,random,400,1,109,0
MsdRadixSort,random,400,2,106,0
MsdRadixSort,random,400,3,104,0
MsdRadixSort,random,400,4,103,0
MsdRadixSort,random,400,5,102,0
MsdRadixSort,random,500,1,132,0
MsdRadixSort,random,500,2,130,0
MsdRadixSort,random,500,3,129,0
MsdRadixSort,random,500,4,127,0
MsdRadixSort,random,500,5,127,0
MsdRadixSort,random,600,1,154,0
MsdRadixSort,random,600,2,152,0
MsdRadixSort,random,600,3,150,0
MsdRadixSort,random,600,4,148,0
MsdRadixSort,random,600,5,147,0
MsdRadixSort,random,700,1,178,0
MsdRadixSort,random,700,2,175,0
MsdRadixSort,random,700,3,174,0
MsdRadixSort,random,700,4,174,0
MsdRadixSort,random,700,5,171,0
MsdRadixSort,random,800,1,214,0
MsdRadixSort,random,800,2,216,0
MsdRadixSort,random,800,3,213,0
MsdRadixSort,random,800,4,212,0
MsdRadixSort,random,800,5,201,0
MsdRadixSort,random,900,1,227,0
MsdRadixSort,random,900,2,228,0
MsdRadixSort,random,900,3,226,0
MsdRadixSort,random,900,4,302,0
MsdRadixSort,random,900,5,235,0
MsdRadixSort,random,1000,1,257,0
MsdRadixSort,random,1000,2,261,0
MsdRadixSort,random,1000,3,288,0
MsdRadixSort,random,1000,4,247,0
MsdRadixSort,random,1000,5,246,0
MsdRadixSort,random,1100,1,279,0
MsdRadixSort,random,1100,2,308,0
MsdRadixSort,random,1100,3,316,0
MsdRadixSort,random,1100,4,284,0
MsdRadixSort,random,1100,5,283,0
MsdRadixSort,random,1200,1,453,0
MsdRadixSort,random,1200,2,312,0
MsdRadixSort,random,1200,3,301,0
MsdRadixSort,random,1200,4,309,0
MsdRadixSort,random,1200,5,307,0
MsdRadixSort,random,1300,1,351,0
MsdRadixSort,random,1300,2,329,0
MsdRadixSort,random,1300,3,390,0
MsdRadixSort,random,1300,4,363,0
MsdRadixSort,random,1300,5,370,0
MsdRadixSort,random,1400,1,367,0
MsdRadixSort,random,1400,2,359,0
MsdRadixSort,random,1400,3,356,0
MsdRadixSort,random,1400,4,377,0
MsdRadixSort,random,1400,5,358,0
MsdRadixSort,random,1500,1,388,0
MsdRadixSort,random,1500,2,392,0
MsdRadixSort,random,1500,3,387,0
MsdRadixSort,random,1500,4,404,0
MsdRadixSort,random,1500,5,475,0
MsdRadixSort,random,1600,1,434,0
MsdRadixSort,random,1600,2,448,0
MsdRadixSort,random,1600,3,436,0
MsdRadixSort,random,1600,4,431,0
MsdRadixSort,random,1600,5,479,0
MsdRadixSort,random,1700,1,482,0
MsdRadixSort,random,1700,2,459,0
MsdRadixSort,random,1700,3,446,0
MsdRadixSort,random,1700,4,445,0
MsdRadixSort,random,1700,5,485,0
MsdRadixSort,random,1800,1,482,0
MsdRadixSort,random,1800,2,497,0
MsdRadixSort,random,1800,3,549,0
MsdRadixSort,random,1800,4,476,0
MsdRadixSort,random,1800,5,478,0
MsdRadixSort,random,1900,1,507,0
MsdRadixSort,random,1900,2,508,0
MsdRadixSort,random,1900,3,507,0
MsdRadixSort,random,1900,4,515,0
MsdRadixSort,random,1900,5,507,0
MsdRadixSort,random,2000,1,614,0
MsdRadixSort,random,2000,2,606,0
MsdRadixSort,random,2000,3,573,0
MsdRadixSort,random,2000,4,604,0
MsdRadixSort,random,2000,5,595,0
MsdRadixSort,random,2100,1,597,0
MsdRadixSort,random,2100,2,598,0
MsdRadixSort,random,2100,3,595,0
MsdRadixSort,random,2100,4,591,0
MsdRadixSort,random,2100,5,592,0
MsdRadixSort,random,2200,1,672,0
MsdRadixSort,random,2200,2,676,0
MsdRadixSort,random,2200,3,691,0
MsdRadixSort,random,2200,4,654,0
MsdRadixSort,random,2200,5,690,0
MsdRadixSort,random,2300,1,718,0
MsdRadixSort,random,2300,2,626,0
MsdRadixSort,random,2300,3,623,0
MsdRadixSort,random,2300,4,627,0
MsdRadixSort,random,2300,5,624,0
MsdRadixSort,random,2400,1,671,0
MsdRadixSort,random,2400,2,725,0
MsdRadixSort,random,2400,3,692,0
MsdRadixSort,random,2400,4,655,0
MsdRadixSort,random,2400,5,679,0
MsdRadixSort,random,2500,1,699,0
MsdRadixSort,random,2500,2,696,0
MsdRadixSort,random,2500,3,692,0
MsdRadixSort,random,2500,4,691,0
MsdRadixSort,random,2500,5,696,0
MsdRadixSort,random,2600,1,726,0
MsdRadixSort,random,2600,2,724,0
MsdRadixSort,random,2600,3,723,0
MsdRadixSort,random,2600,4,722,0
MsdRadixSort,random,2600,5,744,0
MsdRadixSort,random,2700,1,757,0
MsdRadixSort,random,2700,2,810,0
MsdRadixSort,random,2700,3,778,0
MsdRadixSort,random,2700,4,775,0
